@relation felizJLO4Weka3

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Emocion {Feliz,Sorpresa,Triste,Enojado,Neutral}

@data
0.199388,0.220113,0.218049,0.191207,0.160714,0.382483,0.061701,0.046831,0.100919,0.1407,Sorpresa
0.222575,0.126416,0.226906,0.181665,0.068761,0.329793,0.057044,0.043296,0.028302,0.03066,Sorpresa
0.164957,0.194303,0.211097,0.176839,0.15271,0.340872,0.065904,0.050021,0.071315,0.092201,Sorpresa
0.176374,0.195857,0.207476,0.183445,0.149005,0.351247,0.064844,0.049216,0.009666,0.105754,Sorpresa
0.050487,0.062388,0.054045,0.061048,0.049938,0.089239,0.063482,0.048183,0.013123,0.034522,Sorpresa
0.230977,0.149498,0.203743,0.15784,0.132758,0.345182,0.06266,0.047558,0.079808,0.058735,Sorpresa
0.178087,0.166493,0.194582,0.166266,0.140315,0.323052,0.063316,0.048056,0.089044,0.121693,Sorpresa
0.076392,0.085675,0.072448,0.086029,0.062823,0.147321,0.062823,0.047682,0.071464,0.127696,Sorpresa
0.173585,0.213209,0.20743,0.204103,0.151396,0.368634,0.060618,0.046009,0.078338,0.104334,Sorpresa
0.122284,0.102254,0.116805,0.08529,0.076167,0.196944,0.059427,0.045105,0.054388,0.103923,Sorpresa
0.192461,0.114671,0.156222,0.137987,0.113287,0.278973,0.060166,0.045666,0.022934,0.11041,Sorpresa
0.161451,0.210131,0.195535,0.189126,0.148515,0.348364,0.063649,0.048309,0.075357,0.12719,Sorpresa
0.167452,0.188392,0.206155,0.128301,0.145143,0.315833,0.063649,0.048309,0.076316,0.088462,Sorpresa
0.041255,0.055718,0.044738,0.055652,0.040899,0.089557,0.06537,0.049615,0.043997,0.151351,Sorpresa
0.086994,0.068626,0.088189,0.064092,0.061594,0.140758,0.061859,0.04695,0.064752,0.112357,Sorpresa
0.066861,0.063184,0.072578,0.050042,0.026535,0.12247,0.062337,0.047313,0.069778,0.090022,Sorpresa
0.062119,0.059384,0.058753,0.052343,0.021475,0.110884,0.062986,0.047806,0.090586,0.082351,Sorpresa
0.161643,0.208791,0.217328,0.155094,0.144563,0.346463,0.06537,0.049615,0.086529,0.114538,Sorpresa
0.051055,0.059349,0.055955,0.06338,0.048988,0.103404,0.065725,0.049885,0.009798,0.124051,Sorpresa
0.198515,0.201115,0.221717,0.149181,0.150498,0.354644,0.062017,0.047071,0.048175,0.102596,Sorpresa
0.2178,0.151884,0.199145,0.172361,0.143008,0.341893,0.060166,0.045666,0.076631,0.106269,Sorpresa
0.177185,0.207815,0.22473,0.19736,0.159166,0.369355,0.060771,0.046125,0.080441,0.132238,Sorpresa
0.17716,0.2038,0.252008,0.148575,0.162422,0.360205,0.003939,0.093636,0.042152,0.139276,Sorpresa
0.057633,0.082761,0.076337,0.057803,0.050644,0.129137,0.004433,0.105378,0.053384,0.079922,Sorpresa
0.183139,0.127767,0.160751,0.132155,0.121768,0.27521,0.004222,0.100345,0.07263,0.104988,Sorpresa
0.125834,0.161581,0.160335,0.124732,0.117295,0.263516,0.004222,0.100345,0.099632,0.098869,Sorpresa
0.174528,0.117329,0.165675,0.118902,0.094561,0.271496,0.004312,0.102486,0.058007,0.08471,Sorpresa
0.196622,0.125083,0.169557,0.179976,0.136475,0.307346,0.004622,0.109854,0.058914,0.079042,Sorpresa
0.118145,0.106716,0.127617,0.079619,0.077307,0.200905,0.00449,0.106716,0.085773,0.103795,Sorpresa
0.19295,0.182791,0.24592,0.163621,0.158433,0.358393,0.004087,0.097155,0.063584,0.081593,Sorpresa
0.17716,0.2038,0.252008,0.148575,0.162422,0.360205,0.003939,0.093636,0.042152,0.139276,Triste
0.057633,0.082761,0.076337,0.057803,0.050644,0.129137,0.004433,0.105378,0.053384,0.079922,Triste
0.183139,0.127767,0.160751,0.132155,0.121768,0.27521,0.004222,0.100345,0.07263,0.104988,Triste
0.125834,0.161581,0.160335,0.124732,0.117295,0.263516,0.004222,0.100345,0.099632,0.098869,Triste
0.174528,0.117329,0.165675,0.118902,0.094561,0.271496,0.004312,0.102486,0.058007,0.08471,Triste
0.196622,0.125083,0.169557,0.179976,0.136475,0.307346,0.004622,0.109854,0.058914,0.079042,Triste
0.118145,0.106716,0.127617,0.079619,0.077307,0.200905,0.00449,0.106716,0.085773,0.103795,Triste
0.19295,0.182791,0.24592,0.163621,0.158433,0.358393,0.004087,0.097155,0.063584,0.081593,Triste
0.034821,0.045566,0.045108,0.030087,0.035646,0.070118,0.004076,0.096875,0.01753,0.141914,Triste
0.194333,0.215822,0.213401,0.187539,0.160543,0.373012,0.004111,0.097719,0.046012,0.097503,Triste
0.131043,0.156562,0.168153,0.092484,0.087839,0.259887,0.004338,0.103115,0.046012,0.074698,Triste
0.172093,0.198453,0.201373,0.196463,0.147344,0.28453,0.003907,0.09286,0.064667,0.097314,Triste
0.107313,0.144457,0.141013,0.119895,0.099054,0.23792,0.004247,0.100947,0.072072,0.09034,Triste
0.128634,0.146727,0.161706,0.100771,0.11188,0.247087,0.004365,0.103751,0.077714,0.081484,Triste
0.115679,0.119165,0.140909,0.103604,0.087901,0.223461,0.004087,0.097155,0.065205,0.082762,Triste
0.18303,0.207255,0.218844,0.191755,0.158359,0.367917,0.004064,0.096596,0.078905,0.093821,Triste
0.121084,0.127775,0.149694,0.100975,0.102579,0.229213,0.004041,0.096044,0.080812,0.093416,Triste
0.147539,0.166381,0.167863,0.165521,0.129494,0.295941,0.003875,0.092097,0.076712,0.109658,Triste
0.188821,0.217212,0.212032,0.217002,0.163674,0.383277,0.003896,0.092605,0.063361,0.082874,Triste
0.17561,0.118517,0.139623,0.177665,0.135888,0.276793,0.003553,0.084461,0.025251,0.084274,Triste
0.174105,0.159099,0.221317,0.16002,0.057717,0.31293,0.003536,0.084039,0.075374,0.084039,Triste
0.2187,0.182296,0.238297,0.140876,0.137036,0.364472,0.004006,0.095228,0.055004,0.102376,Triste
0.176924,0.14721,0.218868,0.157937,0.059554,0.307184,0.003608,0.085754,0.055069,0.081073,Triste
0.037477,0.053,0.037791,0.118411,0.066769,0.0838,0.003973,0.094425,0.021939,0.101823,Triste
0.125481,0.151174,0.159902,0.14,0.111207,0.265422,0.00395,0.093898,0.092559,0.099936,Triste
0.236536,0.142325,0.172952,0.187527,0.141736,0.344562,0.004087,0.097155,0.06131,0.056117,Triste
0.067388,0.04191,0.044177,0.059837,0.029635,0.103712,0.003875,0.092097,0.073105,0.103712,Triste
0.064135,0.011327,0.055628,0.035182,0.032156,0.074632,0.003885,0.09235,0.073105,0.130285,Triste
0.049916,0.045421,0.059756,0.037793,0.025195,0.093341,0.003984,0.094691,0.197203,0.277976,Triste
0.130286,0.146844,0.169269,0.108197,0.113923,0.255603,0.003802,0.090364,0.043345,0.089722,Triste
0.146622,0.122741,0.140264,0.119464,0.113732,0.238403,0.003731,0.088695,0.065167,0.126677,Triste
0.123084,0.159917,0.129194,0.129842,0.076109,0.257268,0.003822,0.090853,0.037838,0.094749,Triste
0.322549,0.214745,0.305232,0.200318,0.138119,0.49873,0.003683,0.08754,0.088695,0.101563,Triste
0.054945,0.060252,0.046622,0.138157,0.101314,0.099244,0.003885,0.09235,0.056636,0.091323,Triste
0.049836,0.064297,0.048627,0.044539,0.04722,0.090317,0.003984,0.094691,0.025971,0.105587,Triste
0.065381,0.043479,0.05886,0.049222,0.034359,0.102928,0.003928,0.093376,0.052851,0.08089,Triste
0.070229,0.062094,0.070229,0.062094,0.081841,0.127569,0.003751,0.089166,0.093443,0.10321,Triste
0.106592,0.10545,0.096274,0.10545,0.081841,0.18969,0.003617,0.085973,0.072021,0.098391,Triste
0.157258,0.193277,0.180737,0.190008,0.142695,0.330502,0.004172,0.099161,0.09604,0.100338,Triste
0.201403,0.161438,0.19637,0.188497,0.147423,0.342816,0.004247,0.100947,0.105148,0.117117,Triste
0.167791,0.184929,0.191202,0.175268,0.141835,0.330461,0.004135,0.098291,0.087914,0.11674,Triste
0.217142,0.235228,0.276837,0.210209,0.188659,0.430209,0.004029,0.095771,0.074566,0.10181,Triste
0.215302,0.259672,0.25524,0.260393,0.19061,0.454837,0.003995,0.094959,0.079298,0.101262,Triste
0.084997,0.16318,0.064185,0.216145,0.076348,0.24755,0.003654,0.086862,0.085895,0.116135,Triste
0.224773,0.241745,0.305975,0.184659,0.188872,0.443628,0.004018,0.095499,0.011364,0.046247,Triste
0.112126,0.087248,0.128207,0.086654,0.082039,0.154856,0.003712,0.08823,0.043446,0.099876,Triste
0.097604,0.119216,0.092876,0.092649,0.067104,0.184574,0.003751,0.089166,0.028197,0.134679,Triste
0.117544,0.103511,0.125682,0.115405,0.090243,0.211356,0.003645,0.086638,0.077534,0.099452,Triste
0.063897,0.083463,0.088424,0.065018,0.058956,0.139811,0.003802,0.090364,0.062525,0.118554,Triste
0.057595,0.038283,0.046157,0.044821,0.030486,0.088397,0.003781,0.089881,0.064671,0.112808,Triste
0.073224,0.075895,0.081584,0.062197,0.059029,0.13429,0.003771,0.089641,0.045412,0.109366,Triste
0.144616,0.108264,0.13814,0.108135,0.097989,0.228984,0.004312,0.102486,0.064097,0.097418,Triste
0.107472,0.126154,0.125288,0.1272,0.096617,0.222072,0.004351,0.103432,0.052668,0.059743,Triste
0.082213,0.096647,0.104576,0.073093,0.076333,0.162672,0.004234,0.100645,0.080616,0.107951,Triste
0.11667,0.137728,0.136344,0.13203,0.106837,0.238346,0.003617,0.085973,0.072744,0.085973,Triste
0.088926,0.086284,0.103517,0.086459,0.069365,0.140496,0.072938,0.081022,0.088926,0.13157,Enojado
0.039797,0.049555,0.044454,0.039246,0.030732,0.070081,0.071365,0.079275,0.084638,0.113624,Enojado
0.201252,0.169178,0.212527,0.168604,0.14744,0.345089,0.080475,0.089395,0.085161,0.106035,Enojado
0.110715,0.130278,0.146055,0.09398,0.097769,0.22254,0.077872,0.086503,0.011765,0.01789,Enojado
0.043683,0.070325,0.053337,0.054554,0.040241,0.103719,0.078333,0.087014,0.077828,0.104936,Enojado
0.069835,0.063457,0.085268,0.062211,0.057735,0.110368,0.08855,0.098364,0.018919,0.040825,Enojado
0.155014,0.145158,0.142373,0.116781,0.111877,0.251973,0.086524,0.096114,0.105389,0.160264,Enojado
0.130171,0.103468,0.109254,0.068404,0.048968,0.202898,0.086242,0.095801,0.042345,0.084565,Enojado
0.062209,0.05951,0.05866,0.054465,0.042404,0.108929,0.079989,0.088855,0.036379,0.093704,Enojado
0.149524,0.186404,0.168823,0.159741,0.13542,0.304088,0.080475,0.089395,0.024316,0.039514,Enojado
0.146829,0.18652,0.172773,0.176926,0.132584,0.3145,0.079271,0.088057,0.06539,0.05988,Enojado
0.063875,0.080426,0.07425,0.055899,0.053905,0.088328,0.083522,0.092779,0.019951,0.036923,Enojado
0.162962,0.141222,0.172777,0.159752,0.126057,0.290424,0.072538,0.080578,0.021398,0.096203,Enojado
0.076677,0.083871,0.093771,0.075238,0.072131,0.148422,0.085408,0.094874,0.033678,0.02974,Enojado
0.132339,0.101413,0.131705,0.114503,0.095002,0.219765,0.078565,0.087273,0.009384,0.09864,Enojado
0.123189,0.093701,0.125499,0.094993,0.085597,0.200785,0.078101,0.086758,0.050234,0.106236,Enojado
0.106914,0.143794,0.151483,0.099073,0.102708,0.232918,0.073956,0.082153,0.057585,0.10339,Enojado
0.109046,0.154425,0.128837,0.039886,0.079466,0.239808,0.075431,0.083792,0.044228,0.099756,Enojado
0.048314,0.056728,0.059966,0.03835,0.039648,0.094404,0.06877,0.076392,0.052529,0.088197,Enojado
0.048314,0.056728,0.059966,0.03835,0.039648,0.094404,0.06877,0.076392,0.052529,0.088197,Enojado
0.116349,0.151031,0.145961,0.099884,0.100656,0.237871,0.070229,0.078013,0.077651,0.085418,Enojado
0.2156,0.147046,0.229764,0.179127,0.046825,0.331624,0.06877,0.076392,0.056728,0.07319,Enojado
0.244804,0.182017,0.265997,0.214132,0.052725,0.388722,0.067715,0.07522,0.079654,0.105976,Enojado
0.034721,0.062165,0.040841,0.052042,0.04023,0.085727,0.076082,0.084514,0.036006,0.057543,Enojado
0.084258,0.05321,0.079591,0.050704,0.052254,0.12229,0.076743,0.085249,0.032016,0.09923,Enojado
0.152193,0.181284,0.171905,0.165187,0.131169,0.309016,0.076966,0.085497,0.023437,0.109582,Enojado
0.149616,0.100433,0.140524,0.112805,0.094708,0.23287,0.07375,0.081924,0.055291,0.086396,Enojado
0.142747,0.109244,0.142003,0.11778,0.092607,0.238112,0.074164,0.082383,0.083283,0.114058,Enojado
0.065085,0.067128,0.052851,0.060668,0.044531,0.111976,0.073546,0.081697,0.075819,0.090481,Enojado
0.151919,0.150038,0.144465,0.133921,0.116022,0.264612,0.074372,0.082615,0.095506,0.126186,Enojado
0.131315,0.162516,0.136985,0.135928,0.100907,0.263771,0.073956,0.082153,0.095545,0.132792,Enojado
0.147929,0.128837,0.176201,0.123267,0.110084,0.216524,0.075431,0.083792,0.087163,0.109046,Enojado
0.169248,0.115175,0.164478,0.113785,0.111429,0.257206,0.075647,0.084031,0.100651,0.119386,Enojado
0.061489,0.032394,0.07718,0.031672,0.058926,0.075462,0.073546,0.081697,0.08629,0.088279,Enojado
0.056575,0.044799,0.050773,0.044799,0.035294,0.091602,0.077872,0.086503,0.105923,0.128909,Enojado
0.087198,0.05826,0.119585,0.144957,0.087198,0.144957,0.076743,0.085249,0.093879,0.119264,Enojado
0.110945,0.040787,0.119585,0.014876,0.051606,0.082873,0.073139,0.081246,0.09449,0.055249,Enojado
0.105902,0.039788,0.110327,0.029656,0.059312,0.122275,0.070229,0.078013,0.074318,0.11653,Enojado
0.100546,0.108546,0.115554,0.083958,0.087327,0.185386,0.071558,0.079489,0.090651,0.127486,Enojado
0.118985,0.096357,0.122637,0.10144,0.089031,0.200386,0.073342,0.081471,0.102531,0.118952,Enojado
0.061625,0.072883,0.083565,0.055812,0.02773,0.134483,0.074164,0.082383,0.076507,0.080261,Enojado
0.186261,0.226062,0.236941,0.177216,0.168863,0.380402,0.071173,0.079062,0.062928,0.112326,Enojado
0.221734,0.226496,0.262971,0.199976,0.182674,0.418199,0.070043,0.077807,0.033463,0.107004,Enojado
0.081087,0.048217,0.059848,0.06252,0.035144,0.09973,0.071365,0.079275,0.024408,0.036662,Enojado
0.290776,0.158994,0.324557,0.202118,0.093429,0.439132,0.07375,0.081924,0.094585,0.122594,Enojado
0.064592,0.042534,0.061066,0.057323,0.050106,0.10058,0.071947,0.079921,0.098428,0.130038,Enojado
0.09473,0.083419,0.083147,0.080425,0.035714,0.163571,0.072737,0.080799,0.008688,0.111255,Enojado
0.109326,0.093994,0.101911,0.101986,0.080556,0.187124,0.073546,0.081697,0.07412,0.113312,Enojado
0.047024,0.069737,0.064628,0.041732,0.048087,0.102468,0.071173,0.079062,0.070099,0.095345,Enojado
0.128155,0.133322,0.16186,0.129383,0.109362,0.209115,0.070982,0.07885,0.067024,0.079981,Enojado
0.120632,0.150087,0.146355,0.147467,0.10984,0.25887,0.072143,0.080139,0.080139,0.100817,Enojado
0.069404,0.067056,0.070762,0.07381,0.060127,0.12674,0.083786,0.093072,0.052383,0.070265,Enojado
0.14657,0.165947,0.200255,0.136774,0.139523,0.294793,0.024918,0.081306,0.078378,0.089475,Neutral
0.041473,0.070929,0.044667,0.051215,0.048365,0.091098,0.027037,0.088221,0.087977,0.109491,Neutral
0.053598,0.054264,0.048023,0.040446,0.017866,0.094749,0.026044,0.084981,0.087616,0.112782,Neutral
0.056143,0.061116,0.068422,0.041622,0.037791,0.107715,0.026801,0.087451,0.081447,0.097719,Neutral
0.112861,0.131474,0.114828,0.110185,0.0917,0.21509,0.029084,0.0949,0.025237,0.053905,Neutral
0.136642,0.073623,0.105482,0.100912,0.085978,0.191383,0.028455,0.092849,0.077714,0.102597,Neutral
0.099443,0.13434,0.128046,0.110422,0.087713,0.220687,0.028992,0.094601,0.067299,0.092487,Neutral
0.063609,0.047392,0.039921,0.129055,0.081733,0.106671,0.026493,0.086446,0.025862,0.031082,Neutral
0.057764,0.073864,0.064687,0.059834,0.05184,0.117271,0.027686,0.09034,0.027686,0.091333,Neutral
0.196729,0.193895,0.179965,0.182448,0.138517,0.348303,0.027116,0.08848,0.093008,0.054073,Neutral
0.156269,0.127115,0.169623,0.104184,0.107911,0.25646,0.026879,0.087706,0.079202,0.080848,Neutral
0.081368,0.039876,0.092838,0.05305,0.029298,0.119127,0.024455,0.079796,0.077651,0.09408,Neutral
0.100933,0.091717,0.116094,0.07374,0.073298,0.177066,0.028108,0.091717,0.079327,0.079092,Neutral
0.125551,0.136956,0.150946,0.129602,0.103061,0.251512,0.027521,0.089801,0.046341,0.146269,Neutral
0.182539,0.114518,0.165524,0.094142,0.107093,0.251512,0.026646,0.086946,0.065906,0.088658,Neutral
0.126339,0.16179,0.172892,0.121134,0.108322,0.273532,0.026493,0.086446,0.057471,0.104441,Neutral
0.188372,0.108012,0.156417,0.132209,0.106981,0.272749,0.026417,0.086198,0.088825,0.108012,Neutral
0.180779,0.198662,0.198454,0.19273,0.148868,0.355301,0.024198,0.078959,0.097996,0.130312,Neutral
0.123066,0.14758,0.157713,0.132856,0.118842,0.254464,0.02439,0.079585,0.069592,0.077129,Neutral
0.131446,0.144412,0.146782,0.149181,0.113082,0.261589,0.02364,0.077136,0.080146,0.083717,Neutral
0.165612,0.105796,0.18239,0.139509,0.067652,0.268165,0.023762,0.077534,0.07545,0.077234,Neutral
0.216157,0.266961,0.203918,0.260615,0.195367,0.430505,0.023762,0.077534,0.066263,0.094521,Neutral
0.128246,0.134731,0.114049,0.114933,0.086189,0.22587,0.024784,0.080869,0.011405,0.09195,Neutral
0.218217,0.225425,0.252546,0.196058,0.17766,0.410283,0.025259,0.08242,0.071705,0.071915,Neutral
0.206823,0.158383,0.215513,0.145275,0.143798,0.332423,0.025681,0.083797,0.052998,0.057425,Neutral
0.063266,0.047406,0.061858,0.051419,0.041455,0.103869,0.024985,0.081526,0.014594,0.11766,Neutral
0.162064,0.189836,0.186301,0.194775,0.14649,0.334312,0.024455,0.079796,0.030243,0.134234,Neutral
0.052412,0.055173,0.054291,0.0423,0.041234,0.092803,0.025121,0.081971,0.038244,0.121399,Neutral
0.12379,0.146965,0.148715,0.146352,0.108073,0.214477,0.024717,0.080652,0.083498,0.081538,Neutral
0.13106,0.141481,0.141276,0.143383,0.108364,0.25628,0.024784,0.080869,0.096812,0.105902,Neutral
0.138499,0.135135,0.164665,0.129786,0.10709,0.262176,0.024918,0.081306,0.078565,0.088366,Neutral
0.047417,0.052533,0.022792,0.050484,0.025799,0.092274,0.026267,0.085707,0.088732,0.11173,Neutral
0.113656,0.120589,0.118381,0.101116,0.092553,0.146597,0.024135,0.078752,0.075373,0.127844,Neutral
0.158362,0.103001,0.135564,0.105274,0.096691,0.23009,0.026118,0.085222,0.065708,0.095017,Neutral
0.05039,0.063302,0.057038,0.054403,0.04309,0.087324,0.025971,0.084741,0.070928,0.109859,Neutral
0.162174,0.110644,0.159395,0.102284,0.094494,0.248695,0.024851,0.081087,0.089316,0.055305,Neutral
